language,domain,record_id,text,target_task,aspect,aspect_is_null,source_count,distinct_va,distinct_opinions,distinct_categories,conflict_type,valence_min,valence_max,valence_spread,arousal_min,arousal_max,arousal_spread,max_va_distance,opinions,categories,vas
rus,restaurant,24578:2_993,"Ресторан довольно уютный, милая домашняя обстановка.",1,обстановка,False,2,2,2,1,opinion_varies,6.6,6.88,0.28000000000000025,6.0,6.88,0.8799999999999999,0.9234717104492156,"[""домашняя"", ""милая""]","[""ambience#general""]","[[6.6, 6.0], [6.88, 6.88]]"
rus,restaurant,25507:14_1018,"Вообще впечатления остались приятные официантка которая нас обслуживала очень приятная и простая девушка, чего конечно нельзя сказать об администраторах..но да Бог с ними!!",1,девушка,False,2,2,2,1,opinion_varies,6.5,7.5,1.0,5.9,6.75,0.8499999999999996,1.3124404748406684,"[""очень приятная"", ""простая""]","[""service#general""]","[[6.5, 5.9], [7.5, 6.75]]"
rus,restaurant,25709:5_1019,На входе девушки спросили о наших предпочтениях и проводили на второй этаж.,1,девушки,False,2,2,2,1,opinion_varies,6.38,6.67,0.29000000000000004,5.62,6.67,1.0499999999999998,1.0893117092916975,"[""проводили"", ""спросили о наших предпочтениях""]","[""service#general""]","[[6.38, 5.62], [6.67, 6.67]]"
rus,restaurant,25709:9_1021,Довольно приятная негромкая музыка и легкий полумрак.,1,музыка,False,2,2,2,1,opinion_varies,6.38,6.6,0.21999999999999975,5.7,5.75,0.04999999999999982,0.22561028345356926,"[""довольно приятная"", ""негромкая""]","[""ambience#general""]","[[6.38, 5.75], [6.6, 5.7]]"
rus,restaurant,25753:3_1027,"Очень понравилось обслуживание - профессиональное, ненавязчивое, доброжелательное.",1,обслуживание,False,4,4,4,1,opinion_varies,7.12,8.12,0.9999999999999991,6.88,7.62,0.7400000000000002,1.2440257232067182,"[""доброжелательное"", ""ненавязчивое"", ""очень понравилось"", ""профессиональное""]","[""service#general""]","[[7.12, 6.88], [7.38, 7.25], [7.5, 7.38], [8.12, 7.62]]"
rus,restaurant,25861:4_1033,"Обслуживание не понравилось - готовят (или приносят??) заказ ОЧЕНЬ долго, учитывая что оба раза ресторан был полупустой...",1,обслуживание,False,2,2,2,1,opinion_varies,2.0,2.7,0.7000000000000002,6.5,8.33,1.83,1.959311103423854,"[""не понравилось"", ""очень долго""]","[""service#general""]","[[2.0, 8.33], [2.7, 6.5]]"
rus,restaurant,25960:0_1035,Первые месяцы после открытия просто не могли нарадоваться такому классному местечку.,1,местечку,False,2,2,2,1,opinion_varies,7.6,8.12,0.5199999999999996,7.4,7.88,0.47999999999999954,0.7076722405181647,"[""классному"", ""не могли нарадоваться""]","[""restaurant#general""]","[[7.6, 7.4], [8.12, 7.88]]"
rus,restaurant,26022:1_1040,"Заведение очень приятное, маленькое уютное - но это скорее кафе, чем ресторан.",1,заведение,False,2,2,2,1,opinion_varies,6.83,7.17,0.33999999999999986,6.0,6.33,0.33000000000000007,0.4738143096192853,"[""очень приятное"", ""уютное""]","[""ambience#general""]","[[6.83, 6.33], [7.17, 6.0]]"
rus,restaurant,26022:3_1041,"Огромное спасибо гардеробщику-официанту-бармену в одном лице, симпатичному и дружелюбному афроамериканцу ))",1,афроамериканцу,False,2,2,2,1,opinion_varies,6.8,6.9,0.10000000000000053,6.2,6.3,0.09999999999999964,0.14142135623730964,"[""дружелюбному"", ""симпатичному""]","[""service#general""]","[[6.8, 6.2], [6.9, 6.3]]"
rus,restaurant,26152:16_1051,"Салат от шеф-повара с курицей - ничего лишнего, необычного, но вкусно.",1,салат от шеф-повара с курицей,False,2,2,2,1,opinion_varies,6.33,6.9,0.5700000000000003,5.67,6.1,0.4299999999999997,0.7140028011149536,"[""вкусно"", ""ничего лишнего""]","[""food#quality""]","[[6.33, 5.67], [6.9, 6.1]]"
rus,restaurant,26330:1_1058,"Были приятно удивлены простатой интерьера, качеством кухни(спасибо огромное шеф повару),огромный выбор закусок к пиву.",1,кухни,False,2,2,2,1,opinion_varies,6.88,8.17,1.29,6.25,8.17,1.92,2.3131147831441483,"[""приятно удивлены"", ""спасибо огромное""]","[""food#quality""]","[[6.88, 6.25], [8.17, 8.17]]"
rus,restaurant,26330:2_1059,"Особенно понравились ""перчики халапена"" (кажется так называлось это бесподобное блюдо),умеренные цены, большие порции.",1,перчики халапена,False,2,2,2,1,opinion_varies,7.88,8.67,0.79,7.62,8.0,0.3799999999999999,0.8766413177577247,"[""бесподобное блюдо"", ""особенно понравились""]","[""food#quality""]","[[7.88, 7.62], [8.67, 8.0]]"
rus,restaurant,26330:2_1059,"Особенно понравились ""перчики халапена"" (кажется так называлось это бесподобное блюдо),умеренные цены, большие порции.",1,порции,False,2,2,2,2,opinion_and_category_vary,7.2,7.33,0.1299999999999999,6.6,7.0,0.40000000000000036,0.4205948168962621,"[""большие"", ""умеренные цены""]","[""food#prices"", ""food#style_options""]","[[7.2, 6.6], [7.33, 7.0]]"
rus,restaurant,26330:5_1061,"Девушка, которая нас обслуживала, с редким именем Антонина, хорошо разбирается в предсталенной рестораном еде и умело порекомендовала нам разные закуски.",1,девушка,False,2,2,2,1,opinion_varies,6.67,7.0,0.33000000000000007,6.0,6.33,0.33000000000000007,0.4666904755831215,"[""умело"", ""хорошо""]","[""service#general""]","[[6.67, 6.0], [7.0, 6.33]]"
rus,restaurant,26887:1_1067,"Но в последнее время и кухня и обслуживание ухудшились: то суши были настолько солеными, что есть их было невозможно, то пирожок к первому блюду был подан после того, как само первое было съедено.",1,суши,False,2,2,2,1,opinion_varies,1.33,1.83,0.5,7.83,8.5,0.6699999999999999,0.8360023923410745,"[""настолько солеными"", ""невозможно""]","[""food#quality""]","[[1.33, 8.5], [1.83, 7.83]]"
rus,restaurant,26887:12_1069,"Для ресторана такого уровня не допустимо, чтобы расхлябанность и неисполнительность персонала сказывались на общем впечатлении о заведении.",1,персонала,False,2,2,2,1,opinion_varies,2.2,2.3,0.09999999999999964,7.2,7.3,0.09999999999999964,0.141421356237309,"[""неисполнительность"", ""расхлябанность""]","[""service#general""]","[[2.2, 7.3], [2.3, 7.2]]"
rus,restaurant,27169:7_1076,"Цены приемлемые, блюда оригинально,со вкусом оформлены, и, самое главное, всё очень вкусно, порции хорошие.",1,блюда,False,3,2,3,2,opinion_and_category_vary,7.0,7.62,0.6200000000000001,6.33,6.88,0.5499999999999998,0.8287943049997387,"[""оригинально"", ""очень вкусно"", ""со вкусом""]","[""food#quality"", ""food#style_options""]","[[7.0, 6.33], [7.62, 6.88]]"
rus,restaurant,27169:11_1080,"Хочу отметить доброжелательное, вежливое, внимательное и при этом ненавязчивое обслуживание!",1,обслуживание,False,4,3,4,1,opinion_varies,6.6,7.25,0.6500000000000004,6.0,7.12,1.12,1.2949517365523708,"[""вежливое"", ""внимательное"", ""доброжелательное"", ""ненавязчивое""]","[""service#general""]","[[6.6, 6.0], [6.9, 6.4], [7.25, 7.12]]"
rus,restaurant,27539:4_1089,"А в остальном все прекрасно: и девушка администратор (помогла нам сделать выбор блюд), уютная атмосфера, в зале не накуренно, обслуживание очень даже быстрое, официатки внимательные, еда вкусная.",1,девушка администратор,False,2,2,2,1,opinion_varies,6.83,8.0,1.17,6.17,7.67,1.5,1.9023406634985227,"[""помогла"", ""прекрасно""]","[""service#general""]","[[6.83, 6.17], [8.0, 7.67]]"
rus,restaurant,27539:5_1090,"В целом приличный китайский ресторан, еда конечно чуть дороже, чем скажем в ""Харбине"", но ресторан того стоит.",1,китайский ресторан,False,2,2,2,2,opinion_and_category_vary,4.75,6.38,1.63,3.62,5.62,2.0,2.5800968974052116,"[""приличный"", ""чуть дороже""]","[""restaurant#general"", ""restaurant#prices""]","[[4.75, 3.62], [6.38, 5.62]]"
rus,restaurant,27569:13_1099,"Так что если нужно спокойное, приятное место, где можно вкусно и недорого поесть, Арагви - самый лучший вариант!приходите, не пожалеете!",1,арагви,False,2,2,2,2,opinion_and_category_vary,6.88,8.33,1.4500000000000002,6.38,7.67,1.29,1.9407730418572906,"[""недорого"", ""самый лучший""]","[""restaurant#general"", ""restaurant#prices""]","[[6.88, 6.38], [8.33, 7.67]]"
rus,restaurant,27629:4_1106,"Официантка, как будто под легкими наркотиками слушала не внимательно и не чего не записывала, в результате после 25 минутного ожидания принесли не то блюдо, которое заказывали.",1,официантка,False,3,3,3,1,opinion_varies,2.2,3.0,0.7999999999999998,6.33,7.5,1.17,1.3482581355215328,"[""как будто под легкими наркотиками"", ""не внимательно"", ""не чего не записывала""]","[""service#general""]","[[2.2, 7.3], [2.33, 7.5], [3.0, 6.33]]"
rus,restaurant,27629:7_1108,Кухня претензионная и не вкусная.,1,кухня,False,2,2,2,1,opinion_varies,2.5,2.8,0.2999999999999998,6.6,6.8,0.20000000000000018,0.3605551275463989,"[""не вкусная"", ""претензионная""]","[""food#quality""]","[[2.5, 6.8], [2.8, 6.6]]"
rus,restaurant,27816:2_1114,"Прекрасное банкетное меню, хорошая кухня и очень демократичные цены.",1,кухня,False,2,2,2,2,opinion_and_category_vary,6.9,7.5,0.5999999999999996,6.4,7.0,0.5999999999999996,0.8485281374238566,"[""очень демократичные"", ""хорошая""]","[""food#prices"", ""food#quality""]","[[6.9, 6.4], [7.5, 7.0]]"
rus,restaurant,27816:6_1116,"Атмосфера позитивная домашняя, потому что уютная обстановка и приветливый персонал.",1,атмосфера,False,2,2,2,1,opinion_varies,6.75,7.0,0.25,6.25,6.5,0.25,0.3535533905932738,"[""домашняя"", ""позитивная""]","[""ambience#general""]","[[6.75, 6.25], [7.0, 6.5]]"
rus,restaurant,27841:1_1120,"Сразу было очарована обслуживающим персоналом: встречают так, как будто ждали именно тебя и очень рады визиту.",1,обслуживающим персоналом,False,3,3,3,1,opinion_varies,7.9,8.25,0.34999999999999964,7.6,7.88,0.28000000000000025,0.4482186966202993,"[""как будто ждали именно тебя"", ""очарована"", ""очень рады визиту""]","[""service#general""]","[[7.9, 7.6], [8.17, 7.67], [8.25, 7.88]]"
rus,restaurant,27841:10_1127,"Обслуживание на 10, все вовремя, мило и с улыбкой.",1,обслуживание,False,4,3,4,1,opinion_varies,7.5,8.67,1.17,7.25,8.33,1.08,1.592262541165872,"[""все вовремя"", ""мило"", ""на 10"", ""с улыбкой""]","[""service#general""]","[[7.5, 7.25], [7.5, 7.5], [8.67, 8.33]]"
rus,restaurant,27925:3_1129,Обслуживание хорошее нас встретил метрдотель и провёл до столика который отлично нам подашел.,1,метрдотель,False,2,2,2,1,opinion_varies,6.17,7.0,0.8300000000000001,5.67,6.83,1.1600000000000001,1.4263590010933433,"[""встретил"", ""провёл до столика который отлично нам подашел""]","[""service#general""]","[[6.17, 5.67], [7.0, 6.83]]"
rus,restaurant,27925:6_1131,"На наш не большой банкетик мы заказали пару приятных блюд, я заказала себе улитки очень вкусно было и совсем недорого примерно 300 рублей помоему, мой молодой человек заказал блюда из мяса на мангале, которых у них полно, ему не угодишь обычно, а тут понравилось его друзья тоже заказали по порции разного мяса на мангале тоже очень понравились!",1,улитки,False,2,2,2,2,opinion_and_category_vary,7.8,7.83,0.03000000000000025,7.0,7.5,0.5,0.5008991914547277,"[""очень вкусно"", ""совсем недорого""]","[""food#prices"", ""food#quality""]","[[7.8, 7.0], [7.83, 7.5]]"
rus,restaurant,27925:8_1133,"В общем мы остались безумно довольны проведённым вечером в этом ресторане, так что всем советуем))",1,ресторане,False,2,2,2,1,opinion_varies,7.75,8.5,0.75,7.5,7.9,0.40000000000000036,0.8500000000000002,"[""безумно довольны"", ""всем советуем""]","[""restaurant#general""]","[[7.75, 7.5], [8.5, 7.9]]"
rus,restaurant,28083:8_1136,"Персонал вежливый, никто нам не хамил и не обсчитывал.",1,персонал,False,3,2,3,1,opinion_varies,6.9,7.17,0.2699999999999996,6.3,7.33,1.0300000000000002,1.0648004507887852,"[""вежливый"", ""не обсчитывал"", ""не хамил""]","[""service#general""]","[[6.9, 6.3], [7.17, 7.33]]"
rus,restaurant,28112:5_1140,Порции большие и очень сытные.,1,порции,False,2,2,2,1,opinion_varies,7.1,7.6,0.5,6.6,7.0,0.40000000000000036,0.6403124237432851,"[""большие"", ""очень сытные""]","[""food#style_options""]","[[7.1, 6.6], [7.6, 7.0]]"
rus,restaurant,28112:20_1147,"И поесть можно,и поговорить (музыка очень приятная и негромкая) и даму привести и день рождения отметить.",1,музыка,False,2,2,2,1,opinion_varies,6.62,7.4,0.7800000000000002,6.12,6.6,0.47999999999999954,0.9158602513484249,"[""негромкая"", ""очень приятная""]","[""ambience#general""]","[[6.62, 6.12], [7.4, 6.6]]"
rus,restaurant,28258:1_1148,"Первым нас встретил парковщик, помог припарковаться и даже открыл двери и вежливо нас поприветствовал.",1,парковщик,False,2,2,2,1,opinion_varies,7.0,7.17,0.16999999999999993,6.38,7.17,0.79,0.8080841540334769,"[""вежливо"", ""помог""]","[""service#general""]","[[7.0, 6.38], [7.17, 7.17]]"
rus,restaurant,28275:4_1159,"Приятный, располагающий интерьер, удобные диванчики.",1,интерьер,False,2,2,2,1,opinion_varies,6.7,7.0,0.2999999999999998,6.1,6.75,0.6500000000000004,0.715891053163818,"[""приятный"", ""располагающий""]","[""ambience#general""]","[[6.7, 6.1], [7.0, 6.75]]"
rus,restaurant,28275:6_1160,"Девушка, которая обслуживала наш столик (не знаю, как зовут, к сожалению) - внимательна и предупредительна, с удовольствием отвечала на все наши вопросы.",1,девушка,False,3,2,3,1,opinion_varies,6.8,7.17,0.3700000000000001,6.4,7.0,0.5999999999999996,0.7049113419430841,"[""внимательна"", ""предупредительна"", ""с удовольствием отвечала на все наши вопросы""]","[""service#general""]","[[6.8, 6.4], [7.17, 7.0]]"
rus,restaurant,28585:6_1165,Блюд в меню не много но выбрать есть из чего!,1,блюд,False,2,2,2,1,opinion_varies,6.5,6.67,0.16999999999999993,5.5,6.0,0.5,0.5281098370604357,"[""выбрать есть из чего"", ""не много""]","[""food#style_options""]","[[6.5, 5.5], [6.67, 6.0]]"
rus,restaurant,28612:1_1168,"Очень приятный и вежливый персонал, уже на входе встречают, складывается ощущение, что давно ждали в гости.",1,персонал,False,3,3,3,1,opinion_varies,6.9,7.67,0.7699999999999996,6.5,7.5,1.0,1.232233744059949,"[""вежливый"", ""очень приятный"", ""ощущение, что давно ждали в гости""]","[""service#general""]","[[6.9, 6.5], [7.62, 7.5], [7.67, 7.33]]"
rus,restaurant,28612:4_1171,"Очень понравилось, что звучит тихая и спокойная музыка, очень расслабляющая обстановка.",1,музыка,False,3,2,3,1,opinion_varies,6.7,8.12,1.419999999999999,6.0,7.62,1.62,2.1542516101885587,"[""очень понравилось"", ""спокойная"", ""тихая""]","[""ambience#general""]","[[6.7, 6.0], [8.12, 7.62]]"
rus,restaurant,28612:5_1172,"Потрясающий интерьер, словно попадаешь в сказку.",1,интерьер,False,2,2,2,1,opinion_varies,8.5,8.5,0.0,8.12,8.25,0.13000000000000078,0.13000000000000078,"[""потрясающий"", ""словно попадаешь в сказку""]","[""ambience#general""]","[[8.5, 8.12], [8.5, 8.25]]"
rus,restaurant,28710:6_1174,"Интерьер,конечно, поражает сразу, уже на улице все очень мило хорошенькая елочка и туи,фонарики новогоднее настроение, внутри уютно и шикарно,мягкие диваны,свечи, белый рояль.",1,свечи,False,2,2,2,1,opinion_varies,7.0,7.5,0.5,6.83,7.33,0.5,0.7071067811865476,"[""уютно"", ""шикарно""]","[""ambience#general""]","[[7.0, 6.83], [7.5, 7.33]]"
rus,restaurant,28710:6_1174,"Интерьер,конечно, поражает сразу, уже на улице все очень мило хорошенькая елочка и туи,фонарики новогоднее настроение, внутри уютно и шикарно,мягкие диваны,свечи, белый рояль.",1,белый рояль,False,2,2,2,1,opinion_varies,7.0,7.5,0.5,6.83,7.33,0.5,0.7071067811865476,"[""уютно"", ""шикарно""]","[""ambience#general""]","[[7.0, 6.83], [7.5, 7.33]]"
rus,restaurant,28710:9_1176,"Персонал могу сказать меня тоже порадовал, на входе нас встретила улыбающаяся хостесс уже сразу впечатление положительное и до конца вечера оно таким и осталось!",1,хостесс,False,2,2,2,1,opinion_varies,6.75,7.5,0.75,6.38,7.17,0.79,1.0893117092916977,"[""уже сразу впечатление положительное"", ""улыбающаяся""]","[""service#general""]","[[6.75, 6.38], [7.5, 7.17]]"
rus,restaurant,28710:10_1177,"Официанты тоже очень внимательные и вежливые, не могу вспомнить момента, когда бы нам что-то не понравилось!",1,официанты,False,2,2,2,1,opinion_varies,7.0,7.7,0.7000000000000002,6.6,7.0,0.40000000000000036,0.8062257748298552,"[""вежливые"", ""очень внимательные""]","[""service#general""]","[[7.0, 6.6], [7.7, 7.0]]"
rus,restaurant,28710:11_1178,"В общем отличный ресторан, всем рекомендую и с удовольствием вернусь туда сам.",1,ресторан,False,3,3,3,1,opinion_varies,7.5,7.7,0.20000000000000018,7.2,7.5,0.2999999999999998,0.3605551275463989,"[""всем рекомендую"", ""отличный"", ""с удовольствием вернусь""]","[""restaurant#general""]","[[7.5, 7.5], [7.67, 7.33], [7.7, 7.2]]"
rus,restaurant,28745:1_1179,"Я выбрал ""Мидзуки"" основываясь на отзывах с этого сайта, и не ошибся - очень уютное место, вкусная еда (заказывали роллы и рис с курицей), музыка ненавязчивая и тихая.",1,музыка,False,2,2,2,1,opinion_varies,6.4,6.6,0.1999999999999993,5.6,5.8,0.20000000000000018,0.2828427124746186,"[""ненавязчивая"", ""тихая""]","[""ambience#general""]","[[6.4, 5.6], [6.6, 5.8]]"
rus,restaurant,29298:4_1184,"В целом, очень хорошее, достойное заведение, правда огорчает то, что столики на четверг, пятницу и выходные надо бронировать где-то за 3 недели.",1,заведение,False,2,2,2,1,opinion_varies,7.0,7.4,0.40000000000000036,6.1,6.8,0.7000000000000002,0.8062257748298552,"[""достойное"", ""очень хорошее""]","[""restaurant#general""]","[[7.0, 6.1], [7.4, 6.8]]"
rus,restaurant,29321:4_1187,"Очень красивый интерьер, такой нежный и уютный.",1,интерьер,False,3,3,3,1,opinion_varies,7.0,8.12,1.1199999999999992,6.25,7.75,1.5,1.8720042734993951,"[""нежный"", ""очень красивый"", ""уютный""]","[""ambience#general""]","[[7.0, 6.25], [7.1, 6.5], [8.12, 7.75]]"
rus,restaurant,29321:6_1188,"Далее что...меню разнообразное, на любой вкус, но при детальном рассмотрении в итоге остановилась на рыбе, потому как лично мне больше ничего не приглянулось (пиццу покушать можно в других более специализированных местах, паста...ну это я и дома сделаю, суп..не для праздника).",1,меню,False,2,2,2,1,opinion_varies,7.0,7.33,0.33000000000000007,6.3,7.0,0.7000000000000002,0.7738862965578344,"[""на любой вкус"", ""разнообразное""]","[""food#style_options""]","[[7.0, 6.3], [7.33, 7.0]]"
rus,restaurant,29321:7_1189,"Цены на вино просто бешенные..хотя, может для такого ресторана это и нормально, но вот в соотношении с едой мне показалось дорого!",1,вино,False,2,2,2,1,opinion_varies,1.12,2.17,1.0499999999999998,7.67,8.25,0.5800000000000001,1.1995415791042843,"[""дорого"", ""просто бешенные""]","[""drinks#prices""]","[[1.12, 8.25], [2.17, 7.67]]"
rus,restaurant,29321:8_1190,"В общем в целом кухня приближена к итальянской, но вот чего-то супер фееричного я не увидела, поэтому только 8.",1,кухня,False,2,2,2,1,opinion_varies,6.33,6.75,0.41999999999999993,5.33,6.0,0.6699999999999999,0.7907591289387684,"[""только 8"", ""чего-то супер фееричного я не увидела""]","[""food#quality""]","[[6.33, 5.33], [6.75, 6.0]]"
rus,restaurant,29350:1_1194,"В ресторане очень вкусная еда, в частности- суши, роллы, свинной шашлык,теплый мексиканский салат(рекомендую)!!! 2.",1,теплый мексиканский салат,False,2,2,2,1,opinion_varies,7.4,8.17,0.7699999999999996,7.0,7.83,0.8300000000000001,1.132166065557522,"[""очень вкусная"", ""рекомендую""]","[""food#quality""]","[[7.4, 7.0], [8.17, 7.83]]"
rus,restaurant,29350:2_1195,"Слегка не уютно, от большого пространства и не много прохладно(зимой), но летом - это супер виды из окна!!! 3.",1,большого пространства,False,2,2,2,1,opinion_varies,3.33,3.33,0.0,5.33,6.67,1.3399999999999999,1.3399999999999999,"[""не много прохладно"", ""слегка не уютно""]","[""ambience#general""]","[[3.33, 5.33], [3.33, 6.67]]"
rus,restaurant,29350:4_1197,"Персонал очень вежливый (особенно официантка Анастасия),приветливый и хорошо знает состав блюд, что не мало важно.",1,персонал,False,3,3,3,1,opinion_varies,6.88,7.7,0.8200000000000003,6.5,7.33,0.8300000000000001,0.9441398201537737,"[""очень вежливый"", ""приветливый"", ""хорошо знает состав блюд""]","[""service#general""]","[[6.88, 6.5], [7.33, 7.33], [7.7, 6.9]]"
rus,restaurant,29383:8_1202,"Громко играет музыка поэтому офицанток незваться и неслышат иногда блюда для заказа, сидишь ждешь 50 мин, а оказывается оно не заказано ждешь еще 50 мин (так написано вменю время приготовления 40-50 мин).",1,офицанток,False,2,2,2,1,opinion_varies,2.5,2.75,0.25,6.88,7.33,0.4500000000000002,0.5147815070493502,"[""незваться"", ""неслышат""]","[""service#general""]","[[2.5, 7.33], [2.75, 6.88]]"
rus,restaurant,29383:9_1203,Девушка офицантка все время говорила что она это не готовит быстрее не может и очень замученый вид.,1,девушка офицантка,False,2,2,2,1,opinion_varies,1.67,2.67,1.0,7.0,8.0,1.0,1.4142135623730951,"[""быстрее не может"", ""очень замученый вид""]","[""service#general""]","[[1.67, 8.0], [2.67, 7.0]]"
rus,restaurant,29395:6_1208,"Мы кушали, кушали, и никак не могли насладиться едой, она была такой вкусной, необычной, т.к. я была первый раз в грузинском ресторане.",1,едой,False,3,3,3,1,opinion_varies,7.17,8.67,1.5,6.5,8.67,2.17,2.6379727064547125,"[""необычной"", ""никак не могли насладиться"", ""такой вкусной""]","[""food#quality""]","[[7.17, 6.5], [8.0, 7.5], [8.67, 8.67]]"
rus,restaurant,30201:4_1219,"Пиво разливное приносили не то, что без пены, без пузыриков....",1,пиво,False,2,2,2,1,opinion_varies,2.17,3.33,1.1600000000000001,6.33,7.33,1.0,1.5315351775261319,"[""без пузыриков"", ""приносили не то""]","[""drinks#quality""]","[[2.17, 7.33], [3.33, 6.33]]"
rus,restaurant,30368:6_1224,"Кухня порадовала, большая пивная тарелка, действительно оказалась большой и вкусной!",1,пивная тарелка,False,2,2,2,1,opinion_varies,7.0,7.33,0.33000000000000007,6.33,7.0,0.6699999999999999,0.7468600939935136,"[""большой"", ""вкусной""]","[""food#quality""]","[[7.0, 6.33], [7.33, 7.0]]"
rus,restaurant,30368:12_1228,"В целом хорошая, душевная обстановка.",1,обстановка,False,2,2,2,1,opinion_varies,6.75,7.0,0.25,6.25,6.4,0.15000000000000036,0.2915475947422652,"[""душевная"", ""хорошая""]","[""ambience#general""]","[[6.75, 6.25], [7.0, 6.4]]"
rus,restaurant,31004:14_1236,"Цены в общем, средние,но при такой кухне совершенно неоправданные.",1,кухне,False,2,2,2,2,opinion_and_category_vary,1.83,2.17,0.33999999999999986,6.83,8.17,1.3399999999999999,1.3824615727028362,"[""при такой"", ""совершенно неоправданные""]","[""food#prices"", ""food#quality""]","[[1.83, 8.17], [2.17, 6.83]]"
rus,restaurant,31071:1_1238,"Во-первых, очень шумно: зал небольшой и когда все разом разговаривают (а посетителей было много), получается такой гул, что не слышно, о чем говорят твои спутники, сидящие напротив и сами столы расположены довольно близко друг к другу.",1,зал,False,3,3,3,1,opinion_varies,2.0,4.33,2.33,5.0,8.0,3.0,3.7985391929003445,"[""небольшой"", ""очень шумно"", ""такой гул""]","[""ambience#general""]","[[2.0, 8.0], [2.17, 7.67], [4.33, 5.0]]"
rus,restaurant,31071:3_1239,"В-третьих, обслуживание: было очень неприятно топтаться в центре зала в верхней одежде (все официанты бегали по залу, никто не встретил и не показал где гардероб - он оказался шкафом между туалетами:)), официантка приносила сначала блюда, а потом уже приборы, счет несли довольно долго, когда уходили, девушка из гардероба выдала не все куртки и ушла... мелочи, но из них складывается впечатление.",1,официанты,False,2,2,2,1,opinion_varies,2.88,3.17,0.29000000000000004,6.0,6.5,0.5,0.578013840664737,"[""не показал"", ""никто не встретил""]","[""service#general""]","[[2.88, 6.5], [3.17, 6.0]]"
tat,restaurant,225:13_3,"Ит заказ биргәнгә караганда бераз көчлерәк кыздырылган,ләкин шуңа да карамастан, тәмле һәм йомшак иде.",1,ит,False,2,2,2,1,opinion_varies,6.9,7.0,0.09999999999999964,6.2,6.2,0.0,0.09999999999999964,"[""йомшак"", ""тәмле""]","[""food#quality""]","[[6.9, 6.2], [7.0, 6.2]]"
tat,restaurant,280:4_7,"Ресторанның интерьеры матур якты төсләрдә эшләнгән, стеналар янында уңайлы (кызыклы) өстәлләр бар, ләкин менә ресторан үзәгендәге урыннар бераз күңелсезләндерә, чөнки алар шактый уңайсыз.",1,интерьеры,False,2,2,2,1,opinion_varies,6.67,7.12,0.4500000000000002,6.0,6.75,0.75,0.8746427842267952,"[""матур"", ""матур якты төсләрдә эшләнгән""]","[""ambience#general""]","[[6.67, 6.0], [7.12, 6.75]]"
tat,restaurant,280:4_7,"Ресторанның интерьеры матур якты төсләрдә эшләнгән, стеналар янында уңайлы (кызыклы) өстәлләр бар, ләкин менә ресторан үзәгендәге урыннар бераз күңелсезләндерә, чөнки алар шактый уңайсыз.",1,ресторан үзәгендәге урыннар,False,2,2,2,1,opinion_varies,3.12,3.6,0.48,6.0,6.75,0.75,0.8904493247793498,"[""бераз күңелсезләндерә"", ""шактый уңайсыз""]","[""ambience#general""]","[[3.12, 6.75], [3.6, 6.0]]"
tat,restaurant,280:8_10,La Fabrik ресторанына күңелле кич өчен рәхмәт!),1,la fabrik ресторанына,False,2,2,2,1,opinion_varies,7.12,7.33,0.20999999999999996,6.88,7.33,0.4500000000000002,0.4965883607174056,"[""күңелле кич"", ""рәхмәт""]","[""restaurant#general""]","[[7.12, 6.88], [7.33, 7.33]]"
tat,restaurant,1032:4_12,"Зур гаҗәпкә каршы пицца (тагын бер тапкыр - балалар менюсыннан!) шулкадәр борычлы булган ки, олылар да аны ашый алмаган, бала турында әйтеп тә торасы юк.",1,пицца,False,2,2,2,1,opinion_varies,2.33,2.38,0.04999999999999982,7.75,8.0,0.25,0.2549509756796392,"[""ашый алмаган"", ""шулкадәр борычлы""]","[""food#quality""]","[[2.33, 8.0], [2.38, 7.75]]"
tat,restaurant,1032:12_17,"Хезмәт күрсәтү өчен 3, чөнки официант заказларны бутады, сайларга ярдәм итә алмады (яки теләмәде, клиент нәрсә теләвен ачыклауда ярдәм сораганда, ул ""бар да тәмле, барысын да алыгыз"" дигәнне ишетергә теләми).",1,официант,False,2,2,2,1,opinion_varies,2.5,2.8,0.2999999999999998,6.6,6.62,0.020000000000000462,0.300665927567458,"[""заказларны бутады"", ""сайларга ярдәм итә алмады""]","[""service#general""]","[[2.5, 6.62], [2.8, 6.6]]"
tat,restaurant,1032:14_18,"Плюслардан балалар бүлмәсендә няня булуны билгеләп үтәсем килә, бик сөйкемле кыз, балага бик ошады.",1,кыз,False,2,2,2,1,opinion_varies,7.88,8.0,0.1200000000000001,7.5,8.0,0.5,0.5141984052872977,"[""бик ошады"", ""бик сөйкемле""]","[""service#general""]","[[7.88, 7.5], [8.0, 8.0]]"
tat,restaurant,1052:7_25,"Безгә бары тик ""син"" дип кенә мөрәҗәгать иткән, әдәпсезлек күрсәткән официант мәңгегә хәтердә калачак, ә аңа кисәтү ясалгач, ул безгә үзенең сөйгән кызы белән талашканлыгын һәм аның кәефе коточкыч икәнлеген хәбәр итте!",1,официант,False,2,2,2,1,opinion_varies,1.67,1.7,0.030000000000000027,8.3,8.33,0.02999999999999936,0.04242640687119242,"[""безгә бары тик \""син\"" дип кенә мөрәҗәгать иткән"", ""әдәпсезлек күрсәткән""]","[""service#general""]","[[1.67, 8.33], [1.7, 8.3]]"
