language,domain,record_id,text,target_subtask,structure,source_count,vas,opinions,categories
tat,restaurant,15423:5_611,"Сөйкемле Татьянага хезмәт күрсәткәне өчен аерым рәхмәт, аңа бик еш эләгәбез, һәм ул һәрвакыт ачык йөзле һәм сыйфатлы хезмәт күрсәтә, һәрвакыт киңәш бирә һәм шаяртуга җавап бирә, кызның юмор хисенә ия булуы күренә).",1,['хезмәт күрсәтә'],3,"[[7.5, 7.25], [7.75, 7.75], [7.8, 7.4]]","['аерым рәхмәт', 'ачык йөзле', 'сыйфатлы']",['SERVICE#GENERAL']
tat,restaurant,15423:5_611,"Сөйкемле Татьянага хезмәт күрсәткәне өчен аерым рәхмәт, аңа бик еш эләгәбез, һәм ул һәрвакыт ачык йөзле һәм сыйфатлы хезмәт күрсәтә, һәрвакыт киңәш бирә һәм шаяртуга җавап бирә, кызның юмор хисенә ия булуы күренә).",1,['кызның'],2,"[[7.67, 7.67], [7.67, 7.83]]","['юмор хисенә ия булуы', 'һәрвакыт киңәш бирә']",['SERVICE#GENERAL']
tat,restaurant,15655:2_620,"Интерьер бик шәп, барысы да агачтан һәм бик матур!",1,['интерьер'],2,"[[7.8, 7.6], [8.1, 7.7]]","['бик матур', 'бик шәп']",['AMBIENCE#GENERAL']
tat,restaurant,15655:3_621,Официантлар игътибарлы һәм бәйләнчек түгел!,1,['официантлар'],2,"[[7.0, 7.0], [7.2, 7.2]]","['бәйләнчек түгел', 'игътибарлы']",['SERVICE#GENERAL']
tat,restaurant,15655:9_626,"Мондый күркәм урынга гаҗәпләндек, һичшиксез, тагын килербез, һәм бер генә тапкыр да түгел!",1,['урынга'],3,"[[7.67, 7.5], [8.0, 8.0], [8.33, 8.33]]","['гаҗәпләндек', 'күркәм', 'һичшиксез, тагын килербез']",['RESTAURANT#GENERAL']
tat,restaurant,16151:13_636,"Сөләйман балыгы белән цезарь бик ошый.(бик яңа, кетердәвек һәм иң мөһиме бик аз тозлы балык белән)",1,['сөләйман балыгы белән цезарь'],2,"[[7.88, 7.5], [8.08, 7.83]]","['бик яңа', 'кетердәвек']",['FOOD#QUALITY']
tat,restaurant,16274:4_642,"Мин салатка,зур порциягә заказ бирдем,ничек кенә сәер булмасын,аны күпләп алып килделәр,кайнар ризыклардан бозау итеннән стейкка заказ бирдем,ит йомшак һәм сусыл иде,һәм әлбәттә инде минем иң яраткан десертым,тирамисуга заказ бирдем,һәм дөрес эшләдем, бик тәмле десерт.",1,['бозау итеннән стейкка'],2,"[[7.25, 7.25], [7.38, 7.38]]","['йомшак', 'сусыл']",['FOOD#QUALITY']
tat,restaurant,16274:4_642,"Мин салатка,зур порциягә заказ бирдем,ничек кенә сәер булмасын,аны күпләп алып килделәр,кайнар ризыклардан бозау итеннән стейкка заказ бирдем,ит йомшак һәм сусыл иде,һәм әлбәттә инде минем иң яраткан десертым,тирамисуга заказ бирдем,һәм дөрес эшләдем, бик тәмле десерт.",1,['ит'],2,"[[7.38, 7.38], [7.4, 7.2]]","['йомшак', 'сусыл']",['FOOD#QUALITY']
tat,restaurant,16274:6_643,"Хезмәт күрсәтү миңа ошады,барысын да шактый тиз китерделәр ,өстәлдә кулланылган тәлинкәләр тоткарланмады ,официантлар барысына да оператив хезмәт күрсәттеләр,мин аларны махсус күзәттем))), бәяләмәләрне чынбарлык белән чагыштырасы килде ,бәяләмәләр хаталы булып чыкты,гәрчә миңа бәхет елмайса да, шулай да мин анда тагын барачакмын әле.",1,['хезмәт күрсәтү'],2,"[[7.33, 6.83], [7.38, 7.25]]","['барысын да шактый тиз китерделәр', 'ошады']",['SERVICE#GENERAL']
tat,restaurant,16274:7_644,"Ә интерьерга килгәндә, миңа ошады, тыныч, иркен, барысы да чиста һәм пөхтә,пафоссыз.",1,['интерьерга'],6,"[[6.7, 6.2], [6.8, 6.4], [6.88, 6.5], [7.0, 6.5], [7.0, 6.8], [7.0, 7.0]]","['иркен', 'ошады', 'пафоссыз', 'пөхтә', 'тыныч', 'чиста']",['AMBIENCE#GENERAL']
tat,restaurant,16378:2_652,"Интерьер - тулаем алганда шактый тематик, залда инде кемдер телгә алган колонканы исәпкә алмаганда һәм төп залда яктылык җитмәве дә булырга мөмкин, миңа, монда язган күпләргә кебек үк, якты зал күбрәк ошый, ул күпкә уңайлырак, бердәнбер-ашъяулыкларның чисталыгына игътибар итәргә кирәк, һәрвакытта да идеаль түгел.",1,['якты зал'],2,"[[7.17, 7.0], [7.3, 7.2]]","['күбрәк ошый', 'күпкә уңайлырак']",['AMBIENCE#GENERAL']
tat,restaurant,16378:3_653,"Хезмәт күрсәтү-күңелле, әдәпле яшь кешеләр, бик еш түгел, ләкин бик сирәк тә килмиләр, җансыз эшләмиләр, елмаялар һәм гомумән табигый күренәләр, бернинди шелтәләр дә юк.",1,['яшь кешеләр'],7,"[[6.67, 6.33], [6.83, 7.0], [6.88, 6.75], [7.0, 7.0], [7.1, 6.9], [7.17, 6.67]]","['бик еш түгел', 'елмаялар', 'күңелле', 'ләкин бик сирәк тә килмиләр', 'табигый күренәләр', 'җансыз эшләмиләр', 'әдәпле']",['SERVICE#GENERAL']
tat,restaurant,16630:0_661,Уңайлы һәм җылы өй шартлары!,1,['шартлары'],3,"[[7.1, 7.0], [7.2, 7.1], [7.4, 7.2]]","['Уңайлы', 'җылы', 'өй']",['AMBIENCE#GENERAL']
tat,restaurant,16630:1_662,"Ягымлы һәм ярдәмчел персонал, бик игътибарлы хезмәт күрсәтү.",1,['персонал'],2,"[[7.2, 6.8], [7.4, 7.2]]","['Ягымлы', 'ярдәмчел']",['SERVICE#GENERAL']
tat,restaurant,16647:0_665,"бу урынны бик яратам,анда атна саен булам һәм шулай ук еш килергә уйлыйм, чөнки ул минем өчен бөтен яктан да идеаль.",1,['урынны'],2,"[[8.1, 7.9], [9.0, 8.33]]","['бик яратам', 'идеаль']",['RESTAURANT#GENERAL']
tat,restaurant,16647:1_666,"Мохит тыныч һәм уңайлы, интерьер нәкъ менә нинди кирәк, шундый, әллә ни игътибар җәлеп итми, әмма тулаем алганда рәхәт һәм бәйләнчек түгел, бик ял иттерә, һәм музыка моңа ярдәм итә.",1,['мохит'],2,"[[6.9, 6.6], [7.0, 6.7]]","['тыныч', 'уңайлы']",['AMBIENCE#GENERAL']
tat,restaurant,16647:1_666,"Мохит тыныч һәм уңайлы, интерьер нәкъ менә нинди кирәк, шундый, әллә ни игътибар җәлеп итми, әмма тулаем алганда рәхәт һәм бәйләнчек түгел, бик ял иттерә, һәм музыка моңа ярдәм итә.",1,['интерьер'],4,"[[6.5, 6.0], [7.0, 6.75], [7.0, 7.0], [7.5, 7.5]]","['бик ял иттерә', 'бәйләнчек түгел', 'нәкъ менә нинди кирәк', 'рәхәт']",['AMBIENCE#GENERAL']
tat,restaurant,16647:7_670,Десертлардан ваниль туңдырмалы җылы Шоколадлы тортны татып карарга кирәк-бик тә...,1,['ваниль туңдырмалы җылы шоколадлы тортны'],2,"[[8.0, 7.0], [8.5, 8.38]]","['бик тә', 'татып карарга кирәк']",['FOOD#QUALITY']
tat,restaurant,16676:4_673,"Официантлар бик ачык йөзле, даими рәвештә кунакларны карыйлар, шуңа күрә озак көтәргә туры килмәде, бу бик күңелле.",1,['официантлар'],3,"[[7.0, 6.67], [7.9, 7.5], [8.0, 8.0]]","['бик ачык йөзле', 'бик күңелле', 'озак көтәргә туры килмәде']",['SERVICE#GENERAL']
tat,restaurant,16676:5_674,"Меню шактый кызыклы, күбрәк Көнчыгыш юнәлешле, әмма иң мөһиме бәяләр буенча бик демократик.",1,['меню'],2,"[[6.75, 6.25], [8.0, 7.67]]","['бәяләр буенча бик демократик', 'шактый кызыклы']","['FOOD#PRICES', 'FOOD#STYLE_OPTIONS']"
tat,restaurant,16676:9_677,"Әгәр дә Московская метросы районында уңайлы арзанлы урын табу максаты тора икән, бу, мөгаен, иң яхшы вариантларның берседер, дип уйлыйм.",1,['урын'],3,"[[7.0, 6.8], [7.2, 7.0], [8.0, 7.6]]","['арзанлы', 'иң яхшы вариантларның берседер', 'уңайлы']","['AMBIENCE#GENERAL', 'RESTAURANT#GENERAL', 'RESTAURANT#PRICES']"
tat,restaurant,16714:3_679,"Салат сусыл һәм тәмле, сарык ите һәм яшелчәләр бик лаеклы.",1,['салат'],2,"[[7.2, 7.1], [7.3, 7.2]]","['сусыл', 'тәмле']",['FOOD#QUALITY']
tat,restaurant,16714:5_681,"Официант бәйләнчек түгел, ләкин әдәпле...бик яхшы килешү.",1,['официант'],3,"[[6.5, 6.0], [7.12, 7.12], [7.83, 7.5]]","['бик яхшы', 'бәйләнчек түгел', 'әдәпле']",['SERVICE#GENERAL']
tat,restaurant,16761:11_688,Шундый шәп оешма өчен зур рәхмәт!,1,['оешма'],2,"[[7.83, 7.67], [8.0, 7.5]]","['зур рәхмәт', 'шәп']",['RESTAURANT#GENERAL']
tat,restaurant,16955:3_691,"Калган ике зал нормаль, әлбәттә, яхшыларына кадәр) аларга шуышырга һәм шуышырга... менә ризык!!!!!",1,['зал'],2,"[[4.67, 4.33], [4.9, 3.4]]","['нормаль', 'әлбәттә, яхшыларына кадәр) аларга шуышырга һәм шуышырга']",['AMBIENCE#GENERAL']
tat,restaurant,16955:4_692,"Мин кыздырылган баклажаннарга( татлы соуста) заказ бирдем ...Минем чагыштырыр нәрсәм бар..... мин сынап карадым һәм бик кәефсезләндем (((шундый б.. әле ашаганым юк иде, алар төче иде (гәрчә соуста булса да), ә соус!!!! аш-су бүлмәсендәге бөтен кеше анда борыннарын сеңгергәндәй тоела!!!!!!",1,['кыздырылган баклажаннарга'],3,"[[1.33, 8.67], [1.5, 8.5], [2.2, 7.8]]","['бик кәефсезләндем', 'төче', 'шундый б.. әле ашаганым юк иде']",['FOOD#QUALITY']
tat,restaurant,17009:6_696,"Ашау уңаеннан, паста ярыйсы гына иде, уртача гына, бераз тозланган, цезарь бик үк шәп түгел иде, җилләнгән һәм салкын тавык филесы кисәкләре мине әллә ни илһамландырмады.",1,['паста'],3,"[[4.4, 4.2], [4.88, 3.5], [4.9, 3.5]]","['бераз тозланган', 'уртача гына', 'ярыйсы гына']",['FOOD#QUALITY']
tat,restaurant,17475:4_702,"Нормаль каршы алдылар (администраторның йөзендә бернинди елмаю да булмады), өстәл янына алып бардылар.",1,['администраторның'],2,"[[4.5, 4.33], [5.0, 3.38]]","['Нормаль', 'бернинди елмаю да булмады']",['SERVICE#GENERAL']
tat,restaurant,17475:5_703,"Официант менюга йөз тотмый,өстәлләрне күрми,кулыннан бөтен нәрсә ава, пычрак тәлинкәләр өстәлдә 10 минут торалар һәм бу тулы булмаган залда!!!?",1,['официант'],4,"[[2.1, 7.9], [2.33, 7.67], [2.33, 8.0], [2.67, 7.33]]","['кулыннан бөтен нәрсә ава', 'менюга йөз тотмый', 'пычрак тәлинкәләр өстәлдә 10 минут торалар', 'өстәлләрне күрми']",['SERVICE#GENERAL']
tat,restaurant,17475:10_706,Бөтен персонал белән елмаеп һәм яхшы чырай белән озаттылар!,1,['персонал'],2,"[[7.33, 6.67], [7.38, 6.75]]","['елмаеп', 'яхшы чырай белән']",['SERVICE#GENERAL']
tat,restaurant,17572:7_708,Безгә йомшак һәм уңайлы диваннарга утырырга тәкъдим иттеләр.,1,['диваннарга'],2,"[[7.1, 6.9], [7.2, 7.0]]","['йомшак', 'уңайлы']",['AMBIENCE#GENERAL']
tat,restaurant,17572:13_714,Официант һәрвакыт игътибарлы һәм ягымлы иде.,1,['официант'],2,"[[7.33, 7.33], [7.38, 7.38]]","['игътибарлы', 'ягымлы']",['SERVICE#GENERAL']
tat,restaurant,17999:8_719,"Зур ресторан, яхшы һәм иң мөһиме шактый отышлы урын һәм аш-су бик ярыйсы, әмма менә хезмәт күрсәтү яхшыга өметләнүне сорый....",1,['урын'],2,"[[7.0, 6.75], [7.17, 6.67]]","['шактый отышлы', 'яхшы']",['LOCATION#GENERAL']
tat,restaurant,18003:5_720,"Һәм безне каршы алдылар да өстәл янына озаттылар, ә официантка нинди иде, могҗиза, ачык йөзле, игътибарлы, әмма иң мөһиме, ул артык күп түгел иде, ләкин ул эшне 100, хәтта 200% ка башкарды.",1,['официантка'],4,"[[7.2, 7.3], [7.4, 7.5], [8.33, 7.67], [8.5, 7.88]]","['100, хәтта 200% ка', 'ачык йөзле', 'игътибарлы', 'могҗиза']",['SERVICE#GENERAL']
tat,restaurant,18148:2_727,"Беренче тапкыр миңа бик ошады: халык бик күп түгел иде, официантка игътибарлы иде, заказны бик тиз алып килде.",1,['официантка'],2,"[[7.4, 7.0], [7.62, 7.0]]","['бик тиз алып килде', 'игътибарлы']",['SERVICE#GENERAL']
tat,restaurant,18148:3_728,"Меню мине гаҗәпләндерде: кызыклы десертлар күп, алкоголь коктейльләре бик күп...дөрес, бәяләр түбән түгел, бигрәк тә кайнар ризык һәм салатларга.",1,['десертлар'],2,"[[7.17, 7.33], [7.25, 7.0]]","['кызыклы', 'күп']",['FOOD#STYLE_OPTIONS']
tat,restaurant,18220:5_734,"Кыскасы, тонык яктылык, тыныч музыка,сөйкемле һәм кайгыртучан персонал-үз эшләрен эшләделәр-тынычланырга мәҗбүр иттеләр))).",1,['музыка'],2,"[[7.0, 7.0], [7.33, 7.0]]","['тыныч', 'тынычланырга мәҗбүр иттеләр']",['AMBIENCE#GENERAL']
tat,restaurant,18220:5_734,"Кыскасы, тонык яктылык, тыныч музыка,сөйкемле һәм кайгыртучан персонал-үз эшләрен эшләделәр-тынычланырга мәҗбүр иттеләр))).",1,['персонал'],3,"[[7.33, 7.0], [7.33, 7.17]]","['кайгыртучан', 'сөйкемле', 'тынычланырга мәҗбүр иттеләр']",['SERVICE#GENERAL']
tat,restaurant,18220:9_738,Иринага игътибарлы һәм әдәпле хезмәт күрсәткәне өчен аерым рәхмәт.,1,['хезмәт күрсәткәне'],3,"[[7.3, 7.1], [7.4, 7.2], [7.5, 7.17]]","['аерым рәхмәт', 'игътибарлы', 'әдәпле']",['SERVICE#GENERAL']
tat,restaurant,18253:6_741,"Паста тәмле, барысына да киңәш итәм.",1,['паста'],2,"[[7.2, 7.0], [7.67, 7.33]]","['киңәш итәм', 'тәмле']",['FOOD#QUALITY']
tat,restaurant,18253:7_742,"Ә менә пицца фонтан түгел-гадәти шундый, берни дә искитәрлек түгел.",1,['пицца'],3,"[[4.75, 4.25], [4.88, 3.25], [4.9, 3.4]]","['берни дә искитәрлек түгел', 'гадәти', 'фонтан түгел']",['FOOD#QUALITY']
tat,restaurant,18372:3_746,"Бигрәк тә яхшы официантка Алена,сөйкемле,яхшы күңелле, ачык йөзле һәм һәрвакыт сайлау белән ярдәм итәчәк!",1,['официантка'],5,"[[7.0, 6.75], [7.0, 6.8], [7.1, 6.9], [7.17, 7.17], [7.83, 7.83]]","['Бигрәк тә яхшы', 'ачык йөзле', 'сөйкемле', 'ярдәм итәчәк', 'яхшы күңелле']",['SERVICE#GENERAL']
tat,restaurant,18756:1_761,"Мин бу барда 28.10.09 булдым, шуны әйтә алам, хезмәт күрсәтү үзенчәлекле бернәрсә белән дә аерылып тормый, сыра шактый кыйммәт тора һәм аннары ""каен тузы светлое"" 220р сырасы миңа бик ошамады, тик менә сырага кабымлыклар миңа бик ошады һәм аларның итлеләре өстенлек иткән ризыкларның зур сайлау мөмкинлеген билгеләп үтәргә кирәк, бу минем өчен шәхсән бик мөһим.",1,['сырага кабымлыклар'],2,"[[7.38, 6.75], [8.0, 7.5]]","['бик ошады', 'зур сайлау мөмкинлеген']","['FOOD#QUALITY', 'FOOD#STYLE_OPTIONS']"
tat,restaurant,18780:1_762,"Әгәр дә сез авызга сыймый торган зур ролл Ашарга телисез икән, Сезгә монда.",1,['ролл'],2,"[[7.0, 7.0], [8.0, 7.83]]","['авызга сыймый торган', 'зур']",['FOOD#QUALITY']
tat,restaurant,18780:5_766,"Бу урынга инде ике ел йөрим. ризыкның һәм хезмәт күрсәтүнең сыйфаты үзгәрми, ә даимилек-профессионализм билгесе.",1,['ризыкның'],2,"[[7.0, 6.33], [7.5, 7.17]]","['даимилек-профессионализм билгесе', 'үзгәрми']",['FOOD#QUALITY']
tat,restaurant,18780:5_766,"Бу урынга инде ике ел йөрим. ризыкның һәм хезмәт күрсәтүнең сыйфаты үзгәрми, ә даимилек-профессионализм билгесе.",1,['хезмәт күрсәтүнең'],2,"[[7.0, 6.33], [7.5, 7.17]]","['даимилек-профессионализм билгесе', 'үзгәрми']",['SERVICE#GENERAL']
tat,restaurant,18983:5_769,"Барысы да официантка бәйле, ачык йөзлеләре бар, ә бар бик үк ачык булмаганнары. 3)",1,['официантка'],2,"[[4.33, 4.33], [5.25, 4.5]]","['ачык йөзлеләре', 'бик үк ачык булмаганнары']",['SERVICE#GENERAL']
tat,restaurant,18983:8_771,Музыка артык көчле һәм бәйләнчек.,1,['музыка'],2,"[[2.2, 7.2], [2.4, 7.0]]","['артык көчле', 'бәйләнчек']",['AMBIENCE#GENERAL']
tat,restaurant,18983:10_773,"Плюслардан шуны гына билгеләп үтәргә була: бу бинада һәрвакыт халык аз, һәрвакыт буш урыннар күп.",1,['бинада'],2,"[[6.5, 5.67], [7.17, 7.0]]","['буш урыннар күп', 'халык аз']",['RESTAURANT#MISCELLANEOUS']
tat,restaurant,19027:1_775,"Официантлар бик мөлаем, бәйләнчек түгел,хезмәт күрсәтү шәп!",1,['официантлар'],2,"[[6.7, 6.2], [7.7, 7.1]]","['бик мөлаем', 'бәйләнчек түгел']",['SERVICE#GENERAL']
tat,restaurant,19111:2_778,"Персонал миңа ошады, официантка бик мөлаем, аралашучан һәм яхшы күңелле иде, безнең үтенеч буенча проблемаларсыз безне фотога төшерде, ашарга тиз алып килде, артык тәлинкәләр дә өстәлдә тоткарланмады.",1,['официантка'],5,"[[6.83, 6.17], [6.88, 6.5], [7.0, 6.7], [7.33, 7.33], [7.8, 7.2]]","['аралашучан', 'бик мөлаем', 'проблемаларсыз безне фотога төшерде', 'тиз', 'яхшы күңелле']",['SERVICE#GENERAL']
tat,restaurant,19111:5_780,"Зал зур, җиһазлар Яхшы, стенадагы зур телевизорны теләсә кайсы өстәлдән карарга уңайлы. 3.",1,['телевизорны'],2,"[[7.0, 5.67], [7.0, 6.0]]","['зур', 'карарга уңайлы']",['AMBIENCE#GENERAL']
tat,restaurant,19111:7_781,"Вискига заказ бирдек - виски ярыйсы, ошады.",1,['виски'],2,"[[6.25, 5.5], [6.8, 6.2]]","['ошады', 'ярыйсы']",['DRINKS#QUALITY']
tat,restaurant,19265:0_784,"Якынча бер ай элек бу бинада булдык, чөнки күпләр аны искиткеч урын буларак тәкъдим иттеләр.",1,['урын'],2,"[[7.8, 7.2], [7.83, 7.33]]","['искиткеч', 'тәкъдим иттеләр']",['RESTAURANT#GENERAL']
tat,restaurant,19265:1_785,"Әйе, чыннан да, урын бик яхшы, күңелле.",1,['урын'],2,"[[6.8, 6.2], [7.7, 6.9]]","['бик яхшы', 'күңелле']",['RESTAURANT#GENERAL']
tat,restaurant,19265:2_786,"Бу урында булган танышларның күбесенә кебек үк, интерьер да ошады, дусларча, җылы аралашуга бик этәрә.",1,['интерьер'],2,"[[6.9, 6.3], [7.7, 6.9]]","['бик этәрә', 'ошады']",['AMBIENCE#GENERAL']
tat,restaurant,19265:3_787,"Персонал ачык йөзле, ярдәмчел.",1,['персонал'],2,"[[6.9, 6.2], [7.1, 6.4]]","['ачык йөзле', 'ярдәмчел']",['SERVICE#GENERAL']
tat,restaurant,19383:2_790,"Бина зур түгел, бик камералы, бу күңелле.",1,['бина'],2,"[[7.0, 6.5], [7.12, 6.88]]","['бик камералы', 'күңелле']",['AMBIENCE#GENERAL']
tat,restaurant,19383:3_791,"Интерьер башка паблардагы кебек гадәти, Китаплы стеллажлар һәм йомшак диваннар сөендерде.:)",1,['диваннар'],2,"[[7.0, 6.67], [7.12, 6.5]]","['йомшак', 'сөендерде']",['AMBIENCE#GENERAL']
tat,restaurant,19383:4_792,"Сыра тәмле, сайлап алырлык нәрсәләр бар.",1,['сыра'],2,"[[6.5, 5.62], [7.2, 6.6]]","['сайлап алырлык нәрсәләр бар', 'тәмле']","['DRINKS#QUALITY', 'DRINKS#STYLE_OPTIONS']"
tat,restaurant,19383:5_793,"Заказ бирдек: пешкән креветкалар - креветкалар кебек, ләкин ниндидер бик ваклар (240 сум), сөләйман балыгы белән ""Салмон"" салаты начар түгел, ләкин төче, соус җитми, клярдагы кальмар боҗрасы-сыра өчен яхшы, сыер итеннән ясалган ит чипсылары - тәмле, Рагу - тәмле, әмма күбрәк итле шулпаны хәтерләтә иде.Соус белән Король креветкалары - бик тәмле ризык(599 сум), кызганычка, барлык бәяләрне дә хәтерләмим.",1,"['сөләйман балыгы белән ""салмон"" салаты']",2,"[[4.33, 4.33], [5.12, 3.25]]","['начар түгел', 'төче']",['FOOD#QUALITY']
tat,restaurant,19383:6_794,"Бөтен залга бер официантка бар иде (җомга кич барлык өстәлләр дә алынган), ләкин ерып чыкты, эчемлекләр һәм ашамлыкларны озак көтәргә туры килмәде, бераз ачык йөзлелек җитмәде, ә гомумән начар түгел иде.",1,['официантка'],3,"[[3.67, 5.67], [4.0, 5.5], [5.67, 5.83]]","['бер', 'бераз ачык йөзлелек җитмәде', 'ерып чыкты']",['SERVICE#GENERAL']
tat,restaurant,19439:5_797,"Интерьер тәэсирле, бик яхшы, матур, стильле.",1,['интерьер'],4,"[[7.0, 6.6], [7.0, 6.7], [7.5, 6.9], [7.9, 7.1]]","['бик яхшы', 'матур', 'стильле', 'тәэсирле']",['AMBIENCE#GENERAL']
tat,restaurant,19439:6_798,"Бигрәк тә шунысы ошады, өстәлләр бер-берсеннән ерак урнаштырылган, килүчеләр бер-берсенә комачауламый, алар күренми һәм ишетелми, мондый аулак уңайлылык тудырыла.",1,['өстәлләр'],3,"[[7.67, 6.5], [8.0, 8.0]]","['Бигрәк тә шунысы ошады', 'аулак уңайлылык', 'бер-берсеннән ерак урнаштырылган']",['AMBIENCE#GENERAL']
tat,restaurant,19439:11_800,"Аш-су югарыда: салатлар гадәти түгел, тәмле, өлешләре шактый зур.",1,['салатлар'],2,"[[6.88, 6.12], [7.38, 7.12]]","['гадәти түгел', 'тәмле']",['FOOD#QUALITY']
tat,restaurant,19467:9_805,"Официантка бик әйбәт туры килде: игътибарлы, бәяләүе карашларсыз, һәм аны сәгатьләр буе көтәргә туры килмәде.",1,['официантка'],4,"[[6.8, 6.2], [7.0, 6.83], [7.1, 6.4], [7.17, 6.83]]","['аны сәгатьләр буе көтәргә туры килмәде', 'бик әйбәт', 'бәяләүе карашларсыз', 'игътибарлы']",['SERVICE#GENERAL']
tat,restaurant,19467:10_806,"Террасада хезмәт күрсәтү начар түгел, ләкин бер килү икенчесеннән аерыла.",1,['хезмәт күрсәтү'],2,"[[4.83, 3.67], [5.12, 3.5]]","['бер килү икенчесеннән аерыла', 'начар түгел']",['SERVICE#GENERAL']
tat,restaurant,19467:17_811,Тулаем алганда Терраса өметне өзми һәм яраткан урыннарның берсе булып кала бирә.,1,['терраса'],2,"[[6.33, 5.5], [8.12, 7.62]]","['яраткан урыннарның берсе', 'өметне өзми']",['RESTAURANT#GENERAL']
tat,restaurant,19503:0_812,"Бүген дустым белән шушы бинада булдым! барысы да бик ошады,хезмәт күрсәтү әле кергәндә үк шатландырды,ягымлы һәм елмаючан администратор Екатерина безне каршы алды һәм бик яхшы күренеш ачыла торган бик яхшы өстәл артына утыртты.",1,['администратор'],2,"[[6.8, 6.3], [6.9, 6.4]]","['елмаючан', 'ягымлы']",['SERVICE#GENERAL']
tat,restaurant,19677:3_819,"Зур порцияләр, кызыклы салатлар һәм кайнар ризыклар, барысы да чагыштырмача аз бәягә бик туклыклы һәм тәмле иде!",1,['салатлар'],3,"[[7.0, 6.5], [7.12, 6.75], [7.62, 6.88]]","['бик туклыклы', 'тәмле', 'чагыштырмача аз бәягә']","['FOOD#PRICES', 'FOOD#QUALITY']"
tat,restaurant,19677:3_819,"Зур порцияләр, кызыклы салатлар һәм кайнар ризыклар, барысы да чагыштырмача аз бәягә бик туклыклы һәм тәмле иде!",1,['кайнар ризыклар'],4,"[[6.67, 5.67], [7.12, 6.75], [7.33, 7.33], [8.17, 7.83]]","['бик туклыклы', 'кызыклы', 'тәмле', 'чагыштырмача аз бәягә']","['FOOD#PRICES', 'FOOD#QUALITY']"
tat,restaurant,19677:4_820,"Бик күңелле, тыйнак хезмәт күрсәтү!",1,['хезмәт күрсәтү'],2,"[[6.5, 5.88], [8.0, 7.5]]","['Бик күңелле', 'тыйнак']",['SERVICE#GENERAL']
tat,restaurant,19677:8_823,Барыгызга да бу искиткеч кафега барырга киңәш итәм!,1,['кафега'],2,"[[7.67, 7.33], [7.8, 7.0]]","['искиткеч', 'киңәш итәм']",['RESTAURANT#GENERAL']
tat,restaurant,19746:2_824,"Интерьер күңелле, бина зур түгел, ләкин бик уңайлы.",1,['интерьер'],2,"[[6.9, 6.3], [8.17, 7.83]]","['бик уңайлы', 'күңелле']",['AMBIENCE#GENERAL']
tat,restaurant,19817:1_827,"Тыныч мохит бик ошый, фондагы тыныч музыка әңгәмәгә комачауламый, һәрвакыт буш өстәл бар.",1,['мохит'],2,"[[6.6, 6.1], [8.0, 7.83]]","['Тыныч', 'бик ошый']",['AMBIENCE#GENERAL']
tat,restaurant,19817:3_828,"Миңа халык җыелмаган, шау-шу һәм йөгерү булмаган бинада ашау күпкә тынычрак һәм уңайлырак.",1,['бинада'],4,"[[7.12, 6.38], [7.12, 6.62], [7.33, 7.0]]","['күпкә тынычрак', 'уңайлырак', 'халык җыелмаган', 'шау-шу']",['AMBIENCE#GENERAL']
tat,restaurant,19817:7_831,"Әлбәттә, роллларның ассортиментын бераз күбрәк теләр идем, әмма булганнары бик ошый.",1,['роллларның'],2,"[[3.8, 5.7], [7.6, 7.0]]","['ассортиментын бераз күбрәк теләр идем', 'бик ошый']","['FOOD#QUALITY', 'FOOD#STYLE_OPTIONS']"
tat,restaurant,19817:12_835,"Беконлы драниклар бик тәмле һәм порция чын ""ирләрнеке"".",1,['беконлы драниклар'],2,"[[7.88, 7.38], [8.12, 7.62]]","['бик тәмле', 'порция чын ""ирләрнеке""']","['FOOD#QUALITY', 'FOOD#STYLE_OPTIONS']"
tat,restaurant,19817:14_837,"Ничектер бер тапкыр тәҗрибәсез официанткага эләктек, аннан канәгать түгел идек, ләкин аны башка күрмәдек.",1,['официанткага'],2,"[[2.83, 7.0], [3.3, 6.0]]","['канәгать түгел', 'тәҗрибәсез']",['SERVICE#GENERAL']
tat,restaurant,19817:18_839,"Гомуми хезмәт күрсәтүдән канәгать, бәйләнчек түгел, ләкин игътибарлы.",1,['хезмәт күрсәтүдән'],3,"[[6.6, 5.9], [7.0, 6.4], [7.38, 7.0]]","['бәйләнчек түгел', 'игътибарлы', 'канәгать']",['SERVICE#GENERAL']
tat,restaurant,20086:3_847,"Безнең залдагы Интерьер безгә ошады-уңайлы, матур җиһазлар.",1,['интерьер'],2,"[[6.9, 6.3], [7.25, 7.0]]","['ошады', 'уңайлы']",['AMBIENCE#GENERAL']
tat,restaurant,20397:1_853,Ресторан бик зур!! әмма шул ук вакытта бик уңайлы һәм чыннан да күп урын!,1,['ресторан'],3,"[[7.6, 7.2], [7.75, 8.0], [8.0, 8.67]]","['бик зур', 'бик уңайлы', 'чыннан да күп урын']",['AMBIENCE#GENERAL']
tat,restaurant,20397:6_857,"Хезмәт күрсәтү бик шәп! барысы да вакытында, эчемлекләр-шундук диярлек! сөйкемле Анна безгә барысын да сөйләп бирде һәм меню буенча бик тиз һәм төгәл киңәшләр бирде.",1,['хезмәт күрсәтү'],2,"[[7.8, 7.4], [8.33, 8.17]]","['бик шәп', 'шундук диярлек']",['SERVICE#GENERAL']
